1,0.0
2,0.2227272727272727
3,-2.42
4,0.0
5,-5.863888888888886
6,-8.722222222222223
7,-3.861111111111112
8,-0.6203703703703705
9,-0.9444444444444444
10,0.639917695473251
11,0.0
12,-9.663888888888886
13,-9.663888888888886
14,-4.700000000000002
15,-0.0058823529411764705
16,-0.7159722222222222
17,0.0
18,-14.28888888888889
19,-6.644444444444445
20,-14.28888888888889
21,-1.5481481481481483
22,-4.096296296296296
23,-2.057777777777778
24,-14.28888888888889
25,-4.700000000000002
26,-1.4428571428571433
27,-1.8499999999999999
28,-1.4428571428571433
29,-1.8499999999999999
30,-1.4428571428571433
31,-4.700000000000002
32,0.0
33,-0.9555555555555556
34,-0.06874999999999999
35,-16.099999999999994
36,-3.2750000000000004
37,-16.099999999999994
38,-3.2750000000000004
39,-4.700000000000002
40,0.0
41,-2.55462962962963
42,-9.663888888888886
43,-4.331944444444446
44,0.37271241830065355
45,-2.057777777777778
46,-14.28888888888889
47,0.0
48,-9.663888888888886
49,-9.663888888888886
50,0
51,-1.4428571428571433
52,0.0
53,0.0
54,-2.8222222222222224
55,0.0
56,0.5398692810457516
57,0.5398692810457516
58,-0.22142857142857142
59,0.36666666666666664
60,-7.549999999999997
61,-2.42
62,-4.096296296296296
63,-14.28888888888889
64,-0.9
65,-0.9
66,-16.099999999999994
67,-1.8499999999999999
68,-2.42
69,-6.644444444444445
70,-14.28888888888889
71,-14.28888888888889
72,-1.8499999999999999
73,-3.2750000000000004
74,-2.42
75,-7.549999999999997
76,0.2227272727272727
77,-0.06874999999999999
78,-7.549999999999997
79,0.0
80,-2.911111111111111
81,-1.6074074074074074
